Site Name,Site Type,Latitude,Longitude,Country,Country ISO3,Site Area (m2),Waste in Place (tons),Emissions: Modeled (tons CH4/year),Emissions Uncertainty: Modeled (tons CH4/year),Emissions Source: Modeled,Emissions: Satellite (tons CH4/year),Emissions Uncertainty: Satellite (tons CH4/year),Emissions Source: Satellite,Site Area (m2),Waste in Place Year,Site Open Year,Site Close Year,Site Status,Climate TRACE ID,GHGRP ID,Most Recent Plume Filename
"Musalla, Safranbolu, Karabük, Black Sea Region, 78600, Turkey",Dumpsites,41.231243994974065,32.698168800057026,Turkey,TUR,6069243.133,340500.4674,7850.753775,,Climate TRACE,,,,6069243.133,2021,,,,1835960885,,
Gericino,Sanitary Landfill,-22.84230502,-43.47491741,Brazil,BRA,11661879.02,523849.72,17276.38696,,Climate TRACE,,,,11661879.02,2021,,,,1835960748,,
Larimer County Landfill,Sanitary Landfill,40.505078,-105.122846,United States,USA,7963439.553,272903.0,7834.27,,Climate TRACE,,,,7963439.553,2021,,,,1835960886,,
Goiania,Sanitary Landfill,-16.64532007,-49.36599254,Brazil,BRA,11061879.02,523849.72,17276.38696,,Climate TRACE,,,,11061879.02,2021,,,,1835960749,,
Rumpke Brown County Landfill,Sanitary Landfill,38.8973,-83.9018,United States,USA,8643098.026,514232.36,7829.54,,Climate TRACE,,,,8643098.026,2021,,,,1835960887,,
Spsa Regional Landfill,Sanitary Landfill,36.76,-76.51,United States,USA,15970750.7,403044.9435,17011.59,,Climate TRACE,,,,15970750.7,2021,,,,1835960750,,
Cerro Colorado Lf,Sanitary Landfill,35.0105,-106.877,United States,USA,14254485.45,495991.642,7779.86,,Climate TRACE,,,,14254485.45,2021,,,,1835960888,,
Hasars,Sanitary Landfill,20.91887362,-103.4544324,Mexico,MEX,8475751.22,512461.6826,16900.81333,,Climate TRACE,,,,8475751.22,2021,,,,1835960751,,
South Shelby Landfill,Sanitary Landfill,34.99809,-89.9189,United States,USA,30964484.64,425611.1681,7768.99,,Climate TRACE,,,,30964484.64,2021,,,,1835960889,,
"Wi Taylor County Disposal, Llc",Sanitary Landfill,32.462263,-84.371526,United States,USA,16274794.33,325847.0,16790.19,,Climate TRACE,,,,16274794.33,2021,,,,1835960752,,
Crawford County Sanitary Lf,Sanitary Landfill,40.8215,-82.869,United States,USA,5780965.68,6372473.0,7751.61,,Climate TRACE,911.7080411039999,338.45275431168,Carbon Mapper,5780965.68,2021,1969.0,2045.0,Open,1835960890,1002276.0,GAO20220915t150742p0000-B_l3a-ch4-mf-v1_plume.tif
Ämmässuo,Sanitary Landfill,60.2366157250515,24.5340156555175,Finland,FIN,18152142.6,534138.256,16420.4882,,Climate TRACE,,,,18152142.6,2021,,,,1835960753,,
Tuxtla Gutierrez Landfill,Sanitary Landfill,16.6666235571256,-93.1964147536277,Mexico,MEX,2793954.573,235020.6217,7750.900779,,Climate TRACE,,,,2793954.573,2021,,,,1835960891,,
Ling Hall,Sanitary Landfill,52.3610300925584,-1.34033203125,United Kingdom,GBR,9256144.669,534138.256,16420.4882,,Climate TRACE,,,,9256144.669,2021,,,,1835960754,,
Al Akaider,Dumpsites,32.515154,36.112297,Jordan,JOR,10032707.54,538778.3862,7724.353606,,Climate TRACE,,,,10032707.54,2021,,,,1835960892,,
Ebr Parish North Landfill,Sanitary Landfill,30.599,-91.234,United States,USA,12091544.68,13328752.0,16124.01,,Climate TRACE,6613.899924646154,2306.548719849231,Carbon Mapper,12091544.68,2021,1993.0,2032.0,Open,1835960755,1005493.0,GAO20220506t173302p0000-A_l3a-ch4-mf-v1_plume.tif
Cet Berka Zerga,Sanitary Landfill,36.8147148669695,7.63236645459822,Algeria,DZA,2390229.546,269389.1931,7724.353606,,Climate TRACE,,,,2390229.546,2021,,,,1835960893,,
Mccommas Bluff Landfill,Sanitary Landfill,32.684168,-96.718334,United States,USA,51672634.87,1465570.57,15853.07,,Climate TRACE,,,,51672634.87,2021,,,,1835960756,,
"Jalan Tpa Benowo, Rw 01, Sumberrejo, Pakal, Surabaya, East Java, 60195, Indonesia",Dumpsites,-7.219999512077662,112.63175982377605,Indonesia,IDN,10126928.23,443074.0535,7676.250518,,Climate TRACE,,,,10126928.23,2021,,,,1835960894,,
"Balıkesir Çevre Yolu, Orta Mandıra, Altıeylül, Balıkesir, Marmara Region, 10100, Turkey",Dumpsites,39.61028805498949,27.851423824744042,Turkey,TUR,12152313.88,681776.7,15719.39399,,Climate TRACE,,,,12152313.88,2021,,,,1835960757,,
Carson City Sanitary Landfill,Sanitary Landfill,39.192,-119.675,United States,USA,4787063.0,182654.0,7664.187544,,Climate TRACE,,,,4787063.0,2021,,,,1835960895,,
El Hammam Landfill,Sanitary Landfill,30.7557570130361,29.4178589433431,"Egypt, Arab Rep.",EGY,4845944.833,546158.912,15660.33334,,Climate TRACE,,,,4845944.833,2021,,,,1835960758,,
Yadrovo Landfill,Sanitary Landfill,56.020453,36.037644,Russian Federation,RUS,4592119.821,248057.911,7625.800913,,Climate TRACE,,,,4592119.821,2021,,,,1835960896,,
Ghazipur,Dumpsites,28.624698,77.327405,India,IND,19060340.35,971298.4486,15439.32612,,Climate TRACE,,,,19060340.35,2021,,,,1835960759,,
Sfax,Sanitary Landfill,34.7080495352421,10.5252154916524,Tunisia,TUN,2523800.978,265698.9302,7618.540543,,Climate TRACE,,,,2523800.978,2021,,,,1835960897,,
Sunshine Canyon Landfill,Sanitary Landfill,34.32352,-118.50294,United States,USA,63980478.81,70526847.0,15262.89,,Climate TRACE,3820.781451141617,1442.1601102816599,Carbon Mapper,63980478.81,2021,1955.0,2037.0,Open,1835960760,1003679.0,GAO20211111t202646p0000-A_l3a-ch4-mf-v1_plume.tif
Monastir,Sanitary Landfill,35.7167598199666,10.7335480302572,Tunisia,TUN,2523800.978,265698.9302,7618.540543,,Climate TRACE,,,,2523800.978,2021,,,,1835960898,,
Tunis / Kabouti,Sanitary Landfill,36.5463191121143,10.3101388737559,Tunisia,TUN,4714973.351,531397.8603,15237.08109,,Climate TRACE,,,,4714973.351,2021,,,,1835960761,,
Perobas,Sanitary Landfill,-19.914218068,-44.058855772,Brazil,BRA,2908810.1,225943.2171,7451.531039,,Climate TRACE,,,,2908810.1,2021,,,,1835960899,,
Complejo Ambiental Gonzalez Catan,Sanitary Landfill,-34.7867543,-58.6639696,Argentina,ARG,16712337.76,457799.1031,15098.05991,,Climate TRACE,,,,16712337.76,2021,,,,1835960762,,
Abilene Regional Landfill,Sanitary Landfill,32.535,-99.7535,United States,USA,7395750.351,235897.9718,7418.83,,Climate TRACE,,,,7395750.351,2021,,,,1835960900,,
Champ Landfill,Sanitary Landfill,38.743,-90.46,United States,USA,23043683.03,884413.0,15074.27,,Climate TRACE,,,,23043683.03,2021,,,,1835960763,,
Warren County District Landfill,Sanitary Landfill,40.822044,-75.006147,United States,USA,4467858.723,220910.8898,7415.561618,,Climate TRACE,,,,4467858.723,2021,,,,1835960901,,
"Sh25, Yeola, Yevla, Nashik, Maharashtra, 423400, India",Dumpsites,20.062762910746827,74.50680740597639,India,IND,17437304.55,903608.6848,14363.35988,,Climate TRACE,,,,17437304.55,2021,,,,1835960764,,
Platkop,Sanitary Landfill,-26.4163111,28.2643869,South Africa,ZAF,3608204.742,306064.5199,7404.730378,,Climate TRACE,,,,3608204.742,2021,,,,1835960902,,
Boyd County Sanitary Landfill,Sanitary Landfill,38.3718,-82.747,United States,USA,10164708.37,392996.89,14001.1,,Climate TRACE,,,,10164708.37,2021,,,,1835960765,,
High Acres Lf And Recycling Center,Sanitary Landfill,43.08695,-77.37943,United States,USA,24311545.82,1123162.4,7395.23,,Climate TRACE,,,,24311545.82,2021,,,,1835960903,,
Frank R. Bowerman Slf,Sanitary Landfill,33.72053,-117.70947,United States,USA,56361616.5,62128414.0,13467.11,,Climate TRACE,3977.2882324277534,1615.6712897184007,Carbon Mapper,56361616.5,2021,1990.0,2053.0,Open,1835960766,1002107.0,GAO20211111t205341p0000-B_l3a-ch4-mf-v1_plume.tif
"Villianur, Villianur Taluk, Puducherry District, Puducherry, 605110, India",Dumpsites,11.934562906603926,79.76186157558942,India,IND,8966561.797,464651.1215,7385.886601,,Climate TRACE,,,,8966561.797,2021,,,,1835960904,,
Tomoka Farms Road Lf,Sanitary Landfill,29.1285,-81.0806,United States,USA,14401512.76,541915.0,13464.23,,Climate TRACE,,,,14401512.76,2021,,,,1835960767,,
Sycamore Ridge Landfill & Victory Landfill,Sanitary Landfill,39.3055,-87.3315,United States,USA,15961254.07,470308.1607,7383.84,,Climate TRACE,,,,15961254.07,2021,,,,1835960905,,
Simmer And Jack Waste Site,Sanitary Landfill,-26.2066078,28.1431428,South Africa,ZAF,6498896.778,551266.3124,13336.98663,,Climate TRACE,,,,6498896.778,2021,,,,1835960768,,
Laredo Landfill,Sanitary Landfill,27.5424240923436,-99.5830753234451,Mexico,MEX,4803195.663,223712.3005,7377.956165,,Climate TRACE,,,,4803195.663,2021,,,,1835960906,,
Cedar Trail Landfill (Ctl),Sanitary Landfill,27.89808,-81.884525,United States,USA,10582878.86,906429.0641,13301.03,,Climate TRACE,,,,10582878.86,2021,,,,1835960769,,
"Manter Wadi, Haveli, Pune District, Maharashtra, 412308, India",Dumpsites,18.470794108863842,73.95160311557707,India,IND,8951957.826,463894.3373,7373.857099,,Climate TRACE,,,,8951957.826,2021,,,,1835960907,,
Queretaro Landfill,Sanitary Landfill,20.6770610328522,-100.492515723941,Mexico,MEX,7230053.618,398621.1668,13146.39154,,Climate TRACE,,,,7230053.618,2021,,,,1835960770,,
Mbeubeuss,Dumpsites,14.803593,-17.3132516,Senegal,SEN,13307350.12,609281.4508,7370.283998,,Climate TRACE,,,,13307350.12,2021,,,,1835960908,,
Mavrorahi,Sanitary Landfill,40.8477096,23.0802154,Greece,GRC,5921714.083,427310.6048,13136.39056,,Climate TRACE,,,,5921714.083,2021,,,,1835960771,,
Iksha,Dumpsites,56.2069068704264,37.4152708053588,Russian Federation,RUS,8546212.097,479464.9266,7369.859845,,Climate TRACE,,,,8546212.097,2021,,,,1835960909,,
Beech Hollow Slf,Sanitary Landfill,39.1237,-82.4882,United States,USA,7333748.642,8084111.0,13069.75,,Climate TRACE,0.0,0.0,Carbon Mapper,7333748.642,2021,1995.0,2098.0,Open,1835960772,1004815.0,GAO20220722t152704p0000-B_l3a-ch4-mf-v1_plume.tif
"Iju Junction, Ifako/Ijaye, Lagos, Nigeria",Dumpsites,6.649653099288444,3.318576950423366,Nigeria,NGA,8839593.458,602675.1967,7290.370243,,Climate TRACE,,,,8839593.458,2021,,,,1835960910,,
Garstkloof,Sanitary Landfill,-25.834206,28.2745055,South Africa,ZAF,6367473.504,540118.3859,13067.28078,,Climate TRACE,,,,6367473.504,2021,,,,1835960773,,
Environmental Complex Norte Iii A Module,Sanitary Landfill,-34.5334295941105,-58.6148071289062,Argentina,ARG,10700000.0,500000.0,7250.135254,,Climate TRACE,,,,10700000.0,2021,,,,1835960911,,
Mpasa Landfill,Sanitary Landfill,-4.36715437404978,15.5381655693054,"Congo, Dem. Rep.",COD,4774920.11,538733.0723,13033.76539,,Climate TRACE,,,,4774920.11,2021,,,,1835960774,,
Roxana Lf,Sanitary Landfill,38.8274,-90.0125,United States,USA,28069527.13,1200984.468,7216.92,,Climate TRACE,,,,28069527.13,2021,,,,1835960912,,
Woodlawn Landfill,Sanitary Landfill,-35.0624604798583,149.570531845092,Australia,AUS,4996533.105,371965.2574,12888.58364,,Climate TRACE,,,,4996533.105,2021,,,,1835960775,,
Fall River Landfill,Sanitary Landfill,41.751,-71.1068,United States,USA,5204028.0,179139.0,7202.381407,,Climate TRACE,,,,5204028.0,2021,,,,1835960913,,
Fes Disposal Site,Sanitary Landfill,34.0046803232416,-4.93208885192871,Morocco,MAR,5545106.664,448542.6012,12861.32387,,Climate TRACE,,,,5545106.664,2021,,,,1835960776,,
"Xaythany District, Vientiane Prefecture, Laos",Dumpsites,18.07797566275881,102.84626605369658,Lao PDR,LAO,9493995.216,415381.9252,7196.484861,,Climate TRACE,,,,9493995.216,2021,,,,1835960914,,
Blue Ridge Lf,Sanitary Landfill,29.5559,-95.4419,United States,USA,23490408.58,1143707.771,12697.33,,Climate TRACE,,,,23490408.58,2021,,,,1835960777,,
Honey-Go-Run Reclamation,Sanitary Landfill,39.39383,-76.42418,United States,USA,4216331.737,171025.2267,7176.242579,,Climate TRACE,,,,4216331.737,2021,,,,1835960915,,
Covel Gardens Rdf,Sanitary Landfill,29.35008,-98.64631,United States,USA,34112219.32,1076062.4,12597.95,,Climate TRACE,,,,34112219.32,2021,,,,1835960778,,
Carleton Farms Landfill,Sanitary Landfill,42.09394,-83.42973,United States,USA,48998890.32,54012397.0,7171.99,,Climate TRACE,1091.26335192,258.81272832,Carbon Mapper,48998890.32,2021,1993.0,2062.0,Open,1835960916,1007521.0,ang20220630t153039-A_l3a-ch4-mf-v1_plume.tif
121 Regional Disposal Facility,Sanitary Landfill,33.295432,-96.518814,United States,USA,12349776.12,899874.0,12579.75,,Climate TRACE,,,,12349776.12,2021,,,,1835960779,,
El Guacal,Sanitary Landfill,6.260436111,-75.63139722,Colombia,COL,2936428.293,216372.7104,7135.898961,,Climate TRACE,,,,2936428.293,2021,,,,1835960917,,
Seminole Road Msw Landfill,Sanitary Landfill,33.6552,-84.2525,United States,USA,13721407.82,15125364.0,12290.71,,Climate TRACE,10209.958343088,3635.1239399879996,Carbon Mapper,13721407.82,2021,1977.0,2074.0,Open,1835960780,1005638.0,GAO20220927t183935p0000-A_l3a-ch4-mf-v1_plume.tif
"Zone Industrielle De Bassa, Ndogmbe, Douala Iii, Communauté Urbaine De Douala, Wouri, Littoral, 2362 Dla, Cameroon",Dumpsites,4.02707095100844,9.749886453756467,Cameroon,CMR,8594618.476,585973.032,7088.329467,,Climate TRACE,,,,8594618.476,2021,,,,1835960918,,
Winnebago Landfill,Sanitary Landfill,42.1597,-89.0554,United States,USA,26438428.77,2652527.04,12134.51,,Climate TRACE,,,,26438428.77,2021,,,,1835960781,,
Fairless Landfill,Sanitary Landfill,40.151865,-74.758443,United States,USA,17802323.79,3700944.9,7079.52,,Climate TRACE,,,,17802323.79,2021,,,,1835960919,,
"Foothill Sanitary Landfill, Inc.",Sanitary Landfill,38.0371,-120.94489,United States,USA,5856258.015,250015.0146,12025.07317,,Climate TRACE,,,,5856258.015,2021,,,,1835960782,,
Grows Landfill,Sanitary Landfill,40.159344,-74.776695,United States,USA,76897806.97,3700944.9,7079.52,,Climate TRACE,,,,76897806.97,2021,,,,1835960920,,
Kate Valley Landfill,Sanitary Landfill,-43.0989788938101,172.831691130995,New Zealand,NZL,12604551.61,346429.9088,12003.78468,,Climate TRACE,,,,12604551.61,2021,,,,1835960783,,
Three Rivers Regional Landfill,Sanitary Landfill,34.295073,-89.058313,United States,USA,4766443.126,248406.0,7079.45,,Climate TRACE,,,,4766443.126,2021,,,,1835960921,,
Jilin City Landfill,Sanitary Landfill,43.90101561,126.45276546,China,CHN,5104551.606,346429.9088,12003.78468,,Climate TRACE,,,,5104551.606,2021,,,,1835960784,,
Mariannhill Landfill,Sanitary Landfill,-29.848004934488,30.838934183121,South Africa,ZAF,2954681.31,292615.4336,7079.351735,,Climate TRACE,,,,2954681.31,2021,,,,1835960922,,
"Avenida Norte-Sur 10, Ud-525, Parcelamiento Industrial Cañaveral, Puerto Ordaz, Ciudad Guayana, Parroquia Unare, Municipio Caroní, Bolivar State, 8050, Venezuela",Dumpsites,8.256626561683852,-62.88009169882409,"Venezuela, RB",VEN,11234561.01,718771.3688,11852.41857,,Climate TRACE,,,,11234561.01,2021,,,,1835960785,,
"Estrada Do Aurá, Aurá, Entroncamento, Belém, Região Geográfica Imediata De Belém, Região Geográfica Intermediária De Belém, Pará, North Region, 67015-650, Brazil",Dumpsites,-1.420824851703349,-48.38402211223854,Brazil,BRA,6678663.345,427291.4617,7045.964094,,Climate TRACE,,,,6678663.345,2021,,,,1835960923,,
"Taman Seri Labuk, Bandar Sibuga Jaya, Sandakan District, Sabah, Malaysia",Dumpsites,5.869471042633444,118.03028361705638,Malaysia,MYS,6164677.099,269717.3722,7009.2734,,Climate TRACE,,,,6164677.099,2021,,,,1835960924,,
Modern Landfill Inc,Sanitary Landfill,43.210708,-78.978997,United States,USA,21072777.89,23228918.0,11761.75,,Climate TRACE,10462.229248239999,5449.08994356,Carbon Mapper,21072777.89,2021,1983.0,2038.0,Open,1835960786,1003732.0,GAO20221005t151743p0000-A_l3a-ch4-mf-v1_plume.tif
Kodungaiyur,Dumpsites,13.13435818,80.26847362,India,IND,8467109.764,438769.3005,6974.48074,,Climate TRACE,,,,8467109.764,2021,,,,1835960925,,
Bkk Corporation,Sanitary Landfill,34.04,-117.9,United States,USA,44674659.17,2228000.0,11745.66,,Climate TRACE,,,,44674659.17,2021,,,,1835960787,,
Okhla,Dumpsites,28.32374,77.1781718,India,IND,8467109.764,438769.3005,6974.48074,,Climate TRACE,,,,8467109.764,2021,,,,1835960926,,
Pitsch Sanitary Landfill,Sanitary Landfill,43.102915,-85.184846,United States,USA,4939749.827,276219.0,11590.18811,,Climate TRACE,,,,4939749.827,2021,,,,1835960788,,
City Of Laredo Lf,Sanitary Landfill,27.49417,-99.41,United States,USA,9952024.372,368004.0294,6969.98,,Climate TRACE,,,,9952024.372,2021,,,,1835960927,,
Cowlitz County Headquarters Landfill,Sanitary Landfill,46.248725,-122.778109,United States,USA,9433174.966,641275.0,11529.48,,Climate TRACE,,,,9433174.966,2021,,,,1835960789,,
"Kemal Atatürk Mahallesi, Foça, Izmir, Aegean Region, 35680, Turkey",Dumpsites,38.667037249025,26.902946023563462,Turkey,TUR,5378951.75,301773.3092,6957.840513,,Climate TRACE,,,,5378951.75,2021,,,,1835960928,,
Atascocita Rdf,Sanitary Landfill,29.958334,-95.238334,United States,USA,36568063.7,40309595.0,11526.5,,Climate TRACE,7974.169598175,2738.9010160364996,Carbon Mapper,36568063.7,2021,1983.0,2042.0,Open,1835960790,1007800.0,ang20220607t201504-A_l3a-ch4-mf-v1_plume.tif
Perdido Lf,Sanitary Landfill,30.57654,-87.3897,United States,USA,10893606.5,295337.0,6886.74,,Climate TRACE,,,,10893606.5,2021,,,,1835960929,,
Solous 2,Dumpsites,6.5709916,3.2538026,Nigeria,NGA,12440320.22,1051812.189,11523.75217,,Climate TRACE,,,,12440320.22,2021,,,,1835960791,,
City Of Fargo Landfill,Sanitary Landfill,46.8835,-96.8613,United States,USA,6658579.927,177311.0,6868.06,,Climate TRACE,,,,6658579.927,2021,,,,1835960930,,
Vinca,Dumpsites,44.786406,20.599512,Serbia,SRB,13887999.65,747793.5585,11494.34174,,Climate TRACE,,,,13887999.65,2021,,,,1835960792,,
Lepanto Deposit I,Sanitary Landfill,-33.62937825,-70.668911934,Chile,CHL,7371100.0,471592.5824,6838.220014,,Climate TRACE,,,,7371100.0,2021,,,,1835960931,,
Astana Landfill,Sanitary Landfill,51.216427255321,71.529107093811,Kazakhstan,KAZ,4906499.823,373896.7792,11494.34174,,Climate TRACE,,,,4906499.823,2021,,,,1835960793,,
Anchorage Regional Landfill,Sanitary Landfill,61.293281,-149.602138,United States,USA,9713540.882,278483.0383,6821.29,,Climate TRACE,,,,9713540.882,2021,,,,1835960932,,
Osceola Landfill,Sanitary Landfill,28.79278,-81.0882,United States,USA,10611690.77,327828.0,11445.19,,Climate TRACE,,,,10611690.77,2021,,,,1835960794,,
City Of Decatur-Morgan County Regional Msw Landfill,Sanitary Landfill,34.6175,-87.10163,United States,USA,5947752.801,212942.0,6779.93,,Climate TRACE,,,,5947752.801,2021,,,,1835960933,,
Dandora,Dumpsites,-1.249266,36.895381,Kenya,KEN,30359980.19,936369.3875,11326.96278,,Climate TRACE,,,,30359980.19,2021,,,,1835960795,,
"Sh65, Mangrol Taluka, Surat, Gujarat, 394110, India",Dumpsites,21.372670471160923,72.98054100467533,India,IND,8207559.004,425319.2675,6760.685027,,Climate TRACE,,,,8207559.004,2021,,,,1835960934,,
Kiteezi Landfill,Sanitary Landfill,0.410994841174972,32.5757738674292,Uganda,UGA,5519444.83,468184.6938,11326.96278,,Climate TRACE,,,,5519444.83,2021,,,,1835960796,,
"Cw 59A, Aïn Témouchent, Ouled Kihal, El Malah District, 46013, Algeria",Dumpsites,35.317974672151756,-1.173852011243654,Algeria,DZA,5757578.355,470950.4045,6751.917947,,Climate TRACE,,,,5757578.355,2021,,,,1835960935,,
Ellis County Lf,Sanitary Landfill,32.391668,-96.655834,United States,USA,6265008.043,335055.4676,11247.17966,,Climate TRACE,,,,6265008.043,2021,,,,1835960797,,
Rooikraal,Sanitary Landfill,-26.3075722,28.2719904,South Africa,ZAF,3285143.319,278660.9643,6741.746179,,Climate TRACE,,,,3285143.319,2021,,,,1835960936,,
"San Pedro Sula, Cortés, Honduras",Dumpsites,15.522018017956707,-87.92388971147227,Honduras,HND,10513017.4,672608.0265,11091.19285,,Climate TRACE,,,,10513017.4,2021,,,,1835960798,,
Sedalia Recycling Center & Depository,Sanitary Landfill,39.447543,-104.965458,United States,USA,1776004.812,180849.1003,6718.909339,,Climate TRACE,,,,1776004.812,2021,,,,1835960937,,
"Baravanipalem, Visakhapatnam (Rural), Visakhapatnam, Andhra Pradesh, 530048, India",Dumpsites,17.83901450198546,83.3708902212378,India,IND,13449826.56,696975.8458,11078.81661,,Climate TRACE,,,,13449826.56,2021,,,,1835960799,,
Black Hawk County Slf (Area E),Sanitary Landfill,42.414,-92.32758,United States,USA,5912631.021,165538.75,6694.61,,Climate TRACE,,,,5912631.021,2021,,,,1835960938,,
"Riverton City, Kingston, Kingston And Saint Andrew Corporation, Surrey County, Kgn11, Jamaica",Dumpsites,18.011145615467164,-76.85388086540762,Jamaica,JAM,10475041.4,670178.3756,11051.12832,,Climate TRACE,,,,10475041.4,2021,,,,1835960800,,
Woodland Meadows Landfill,Sanitary Landfill,42.2652,-83.4315,United States,USA,56675391.34,25205945.0,6692.9,,Climate TRACE,995.10472242,292.60179112199995,Carbon Mapper,56675391.34,2021,1975.0,2033.0,Open,1835960939,1003687.0,GAO20210815t155502p0000-C_l3a-ch4-mf-v1_plume.tif
Rietfontein,Sanitary Landfill,-26.2943424,28.418145,South Africa,ZAF,5373308.077,455788.7023,11027.06204,,Climate TRACE,,,,5373308.077,2021,,,,1835960801,,
"Gunajaya, West Java, 46197, Indonesia",Dumpsites,-7.389727718181777,108.26767806569909,Indonesia,IDN,8796919.901,384883.4385,6668.099093,,Climate TRACE,,,,8796919.901,2021,,,,1835960940,,
Bruhat Bangalore Mahanagara Palike,Dumpsites,13.084375,77.725784,India,IND,9233460.288,794698.7307,10961.73774,,Climate TRACE,,,,9233460.288,2021,,,,1835960802,,
Colorado Springs Landfill,Sanitary Landfill,38.843,-104.58,United States,USA,10165448.74,298200.7,6621.36,,Climate TRACE,,,,10165448.74,2021,,,,1835960941,,
Woolworth Road Landfill,Sanitary Landfill,32.38072,-93.90013,United States,USA,11015899.97,294833.0,10893.5,,Climate TRACE,,,,11015899.97,2021,,,,1835960803,,
"Rw 04, Kedungpane, Mijen, Semarang, Central Java, 50818, Indonesia",Dumpsites,-7.025686218596706,110.36042775835794,Indonesia,IDN,8702828.948,380766.7647,6596.777789,,Climate TRACE,,,,8702828.948,2021,,,,1835960942,,
